Location,Latitude,Longitude,Context,Presence
Wayland,42.3632063,-71.3606721,"To me, away there in my bean-field at the other end of the town, the big guns sounded as if a puffball had burst; and when there was a military turnout of which I was ignorant, I have sometimes had a vague sense all the day of some sort of itching and disease in the horizon, as if some eruption would break out there soon, either scarlatina or canker-rash, until at length some more favorable puff of wind, making haste over the fields and up the Wayland road, brought me information of the “trainers.”",Unclear
Wayland,42.3632063,-71.3606721,"One old hunter who has a dry tongue, who used to come to bathe in Walden once every year when the water was warmest, and at such times looked in upon me, told me that many years ago he took his gun one afternoon and went out for a cruise in Walden Wood; and as he walked the Wayland road he heard the cry of hounds approaching, and ere long a fox leaped the wall into the road, and as quick as thought leaped the other wall out of the road, and his swift bullet had not touched him.",Both physically and mentally present
Egypt,26.2540493,29.2675469,"Or I was attracted by the passage of wild pigeons from this wood to that, with a slight quivering winnowing sound and carrier haste; or from under a rotten stump my hoe turned up a sluggish portentous and outlandish spotted salamander, a trace of Egypt and the Nile, yet our contemporary.",Unclear
Middlesex,51.546055800000005,-0.2537791389340719,"And when the sound died quite away, and the hum had ceased, and the most favorable breezes told no tale, I knew that they had got the last drone of them all safely into the Middlesex hive, and that now their minds were bent on the honey with which it was smeared.",Unclear
Palestine,31.7621153,-95.6307891,"These martial strains seemed as far away as Palestine, and reminded me of a march of crusaders in the horizon, with a slight tantivy and tremulous motion of the elm tree tops which overhang the village.",Unclear
the Terrestrial Jove,,,"He sacrifices not to Ceres and the Terrestrial Jove, but to the infernal Plutus rather.",Unclear
Arabia,22.3742506,49.477089111818884,"when I see them lying on the ice, or in the well which the fisherman cuts in the ice, making a little hole to admit the water, I am always surprised by their rare beauty, as if they were fabulous fishes, they are so foreign to the streets, even to the woods, foreign as Arabia to our Concord life.",Likely physically present (positive sentiment)
Bottomless Ponds,,,I have visited two such Bottomless Ponds in one walk in this neighborhood.,Physically present
the Infernal Regions,,,"Some who have lain flat on the ice for a long time, looking down through the illusive medium, perchance with watery eyes into the bargain, and driven to hasty conclusions by the fear of catching cold in their breasts, have seen vast holes “into which a load of hay might be driven,” if there were anybody to drive it, the undoubted source of the Styx and entrance to the Infernal Regions from these parts.",Physically present
Loch Fyne,56.035399299999995,-5.31652490762215,"William Gilpin, who is so admirable in all that relates to landscapes, and usually so correct, standing at the head of Loch Fyne, in Scotland, which he describes as “a bay of salt water, sixty or seventy fathoms deep, four miles in breadth,” and about fifty miles long, surrounded by mountains, observes, “If we could have seen it immediately after the diluvian crash, or whatever convulsion of nature occasioned it, before the waters gushed in, what a horrid chasm must it have appeared!",Unclear
Loch Fyne,56.035399299999995,-5.31652490762215,"But if, using the shortest diameter of Loch Fyne, we apply these proportions to Walden, which, as we have seen, appears already in a vertical section only like a shallow plate, it will appear four times as shallow.",Likely physically present (positive sentiment)
Loch Fyne,56.035399299999995,-5.31652490762215,So much for the increased horrors of the chasm of Loch Fyne when emptied.,Unclear
Scotland,56.7861112,-4.1140518,"William Gilpin, who is so admirable in all that relates to landscapes, and usually so correct, standing at the head of Loch Fyne, in Scotland, which he describes as “a bay of salt water, sixty or seventy fathoms deep, four miles in breadth,” and about fifty miles long, surrounded by mountains, observes, “If we could have seen it immediately after the diluvian crash, or whatever convulsion of nature occasioned it, before the waters gushed in, what a horrid chasm must it have appeared!",Unclear
Cape,8.2260166,123.4928834,"Cape becomes bar, and plain shoal, and valley and gorge deep water and channel.",Unclear
White Pond,33.4265352,-81.4739955,"Given, then, the length and breadth of the cove, and the character of the surrounding shore, and you have almost elements enough to make out a formula for all cases.
In order to see how nearly I could guess, with this experience, at the deepest point in a pond, by observing the outlines of a surface and the character of its shores alone, I made a plan of White Pond, which contains about forty-one acres, and, like this, has no island in it, nor any visible inlet or outlet; and as the line of greatest breadth fell very near the line of least breadth, where two opposite capes approached each other and two opposite bays receded, I ventured to mark a point a short distance from the latter line, but still on the line of greatest length, as the deepest.",Likely physically present (positive sentiment)
White Pond,33.4265352,-81.4739955,"We have one other pond just like this, White Pond, in Nine Acre Corner, about two and a half miles westerly; but, though I am acquainted with most of the ponds within a dozen miles of this centre I do not know a third of this pure and well-like character.",Unclear
White Pond,33.4265352,-81.4739955,"The same is true, as far as my observation goes, of White Pond.",Unclear
White Pond,33.4265352,-81.4739955,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",Likely physically present (positive sentiment)
White Pond,33.4265352,-81.4739955,"
Since the woodcutters, and the railroad, and I myself have profaned Walden, perhaps the most attractive, if not the most beautiful, of all our lakes, the gem of the woods, is White Pond;﻿—a poor name from its commonness, whether derived from the remarkable purity of its waters or the color of its sands.",Unclear
White Pond,33.4265352,-81.4739955,"
White Pond and Walden are great crystals on the surface of the earth, Lakes of Light.",Likely physically present (positive sentiment)
Tartarus,-41.9380197,146.0335232340783,"But sometimes Squaw Walden had her revenge, and a hired man, walking behind his team, slipped through a crack in the ground down toward Tartarus, and he who was so brave before suddenly became but the ninth part of a man, almost gave up his animal heat, and was glad to take refuge in my house, and acknowledged that there was some virtue in a stove; or sometimes the frozen soil took a piece of steel out of a plowshare, or a plow got set in the furrow and had to be cut out.",Likely physically present (positive sentiment)
Fresh Pond,40.7070471,-73.90347,They told me that they had some in the icehouses at Fresh Pond five years old which was as good as ever.,Likely physically present (positive sentiment)
Charleston,32.7884363,-79.9399309,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",Unclear
New Orleans,29.9759983,-90.0782127,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",Unclear
Madras,44.6334544,-121.129487,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",Unclear
Bombay,19.054999,72.8692035,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",Unclear
Calcutta,22.5726459,88.3638953,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",Unclear
Ganges,27.3034645,77.7092971,"I lay down the book and go to my well for water, and lo! there I meet the servant of the Bramin, priest of Brahma and Vishnu and Indra, who still sits in his temple on the Ganges reading the Vedas, or dwells at the root of a tree with his crust and water jug.",Unclear
Ganges,27.3034645,77.7092971,The pure Walden water is mingled with the sacred water of the Ganges.,Unclear
Ganges,27.3034645,77.7092971,"Now the trunks of trees on the bottom, and the old log canoe, and the dark surrounding woods, are gone, and the villagers, who scarcely know where it lies, instead of going to the pond to bathe or drink, are thinking to bring its water, which should be as sacred as the Ganges at least, to the village in a pipe, to wash their dishes with!﻿—to earn their Walden by the turning of a cock or drawing of a plug!",Unclear
Hesperides,27.9433011,-82.5286006,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",Likely physically present (positive sentiment)
Ternate,45.7822863,8.6903182,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",Likely physically present (positive sentiment)
Tidore,0.6786796,127.4483156,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",Likely physically present (positive sentiment)
the Persian Gulf,34.0554039,-118.442059,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",Likely physically present (positive sentiment)
Fair Haven Hill,-27.485540049999997,153.00431407950077,"Sometimes, having had a surfeit of human society and gossip, and worn out all my village friends, I rambled still farther westward than I habitually dwell, into yet more unfrequented parts of the town, “to fresh woods and pastures new,” or, while the sun was setting, made my supper of huckleberries and blueberries on Fair Haven Hill, and laid up a store for several days.",Likely physically present (positive sentiment)
Fair Haven Hill,-27.485540049999997,153.00431407950077,"However, I was released the next day, obtained my mended shoe, and returned to the woods in season to get my dinner of huckleberries on Fair Haven Hill.",Unclear
Nine Acre Corner,42.421348,-71.371696,"We have one other pond just like this, White Pond, in Nine Acre Corner, about two and a half miles westerly; but, though I am acquainted with most of the ponds within a dozen miles of this centre I do not know a third of this pure and well-like character.",Unclear
Walled-in Pond,,,"If the name was not derived from that of some English locality﻿—Saffron Walden, for instance﻿—one might suppose that it was called originally Walled-in Pond.",Unclear
western,6.8275297,79.93129599390583,"I have in my mind’s eye the western, indented with deep bays, the bolder northern, and the beautifully scalloped southern shore, where successive capes overlap each other and suggest unexplored coves between.",Likely physically present (positive sentiment)
Moore Hill,37.9707569,-122.5402546,"Where is the country’s champion, the Moore of Moore Hill, to meet him at the Deep Cut and thrust an avenging lance between the ribs of the bloated pest?",Unclear
Concord River,42.541473,-71.2962798,"
I have said that Walden has no visible inlet nor outlet, but it is on the one hand distantly and indirectly related to Flint’s Pond, which is more elevated, by a chain of small ponds coming from that quarter, and on the other directly and manifestly to Concord River, which is lower, by a similar chain of ponds through which in some other geological period it may have flowed, and by a little digging, which God forbid, it can be made to flow thither again.",Unclear
Concord River,42.541473,-71.2962798,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",Likely physically present (positive sentiment)
Concord River,42.541473,-71.2962798,"These, with Concord River, are my water privileges; and night and day, year in year out, they grind such grist as I carry to them.",Unclear
Sandy Pond,41.77193425,-70.65569658216903,"Flint’s, or Sandy Pond, in Lincoln, our greatest lake and inland sea, lies about a mile east of Walden.",Unclear
the Icarian Sea,,,"Let our lakes receive as true names at least as the Icarian Sea, where “still the shore” a “brave attempt resounds.”",Unclear
Goose Pond,43.7059743,-72.0939769121899,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",Likely physically present (positive sentiment)
Goose Pond,43.7059743,-72.0939769121899,"In Goose Pond, which lay in my way, a colony of muskrats dwelt, and raised their cabins high above the ice, though none could be seen abroad when I crossed it.",Unclear
Virid Lake,,,One who frequents it proposes to call it Virid Lake.,Unclear
Yellow Pine Lake,28.53021552344256,-81.70957243719239,"Perhaps it might be called Yellow Pine Lake, from the following circumstance.",Unclear
Lakes of Light,,,"
White Pond and Walden are great crystals on the surface of the earth, Lakes of Light.",Likely physically present (positive sentiment)
Kohinoor,-35.7684811,137.41265569300293,"If they were permanently congealed, and small enough to be clutched, they would, perchance, be carried off by slaves, like precious stones, to adorn the heads of emperors; but being liquid, and ample, and secured to us and our successors forever, we disregard them, and run after the diamond of Kohinoor.",Likely physically present (positive sentiment)
Siberia,45.1685441,8.0902162,"Though he knows that he has travelled it a thousand times, he cannot recognize a feature in it, but it is as strange to him as if it were a road in Siberia.",Unclear
Astor,29.164031,-81.53591188235293,"I am surprised when the herald blows his summons before some Tremont or Astor or Middlesex House, to see come creeping out over the piazza for all inhabitants a ridiculous mouse, which soon again slinks into some hole in the pavement.",Unclear
the Plymouth Colony,,,"I should be proud to have for the motto of my cabin those lines of Spenser which one of my visitors inscribed on a yellow walnut leaf for a card:
“Arrivèd there, the little house they fill,
Ne looke for entertainment where none was;
Rest is their feast, and all things at their will:
The noblest mind the best contentment has.”
When Winslow, afterward governor of the Plymouth Colony, went with a companion on a visit of ceremony to Massasoit on foot through the woods, and arrived tired and hungry at his lodge, they were well received by the king, but nothing was said about eating that day.",Likely physically present (positive sentiment)
Massasoit,42.239538,-71.782293,"I should be proud to have for the motto of my cabin those lines of Spenser which one of my visitors inscribed on a yellow walnut leaf for a card:
“Arrivèd there, the little house they fill,
Ne looke for entertainment where none was;
Rest is their feast, and all things at their will:
The noblest mind the best contentment has.”
When Winslow, afterward governor of the Plymouth Colony, went with a companion on a visit of ceremony to Massasoit on foot through the woods, and arrived tired and hungry at his lodge, they were well received by the king, but nothing was said about eating that day.",Likely physically present (positive sentiment)
the White Mountains,42.92931165,-71.46224000541625,"One man proposed a book in which visitors should write their names, as at the White Mountains; but, alas!",Unclear
Olympus,36.3965579,30.4735419,Olympus is but the outside of the earth everywhere.,Unclear
Tartary,44.803584900000004,4.615097228548244,"The low shrub oak plateau to which the opposite shore arose stretched away toward the prairies of the West and the steppes of Tartary, affording ample room for all the roving families of men.",Unclear
Cassiopeia’s Chair,,,"We are wont to imagine rare and delectable places in some remote and more celestial corner of the system, behind the constellation of Cassiopeia’s Chair, far from noise and disturbance.",Unclear
Pleiades,51.6251457384712,5.07985171547146,"If it were worth the while to settle in those parts near to the Pleiades or the Hyades, to Aldebaran or Altair, then I was really there, or at an equal remoteness from the life which I had left behind, dwindled and twinkling with as fine a ray to my nearest neighbor, and to be seen only in moonless nights by him.",Unclear
Hyades,-15.122446100000001,-147.54620895959283,"If it were worth the while to settle in those parts near to the Pleiades or the Hyades, to Aldebaran or Altair, then I was really there, or at an equal remoteness from the life which I had left behind, dwindled and twinkling with as fine a ray to my nearest neighbor, and to be seen only in moonless nights by him.",Unclear
Aldebaran,-12.1051857,-76.9663458,"If it were worth the while to settle in those parts near to the Pleiades or the Hyades, to Aldebaran or Altair, then I was really there, or at an equal remoteness from the life which I had left behind, dwindled and twinkling with as fine a ray to my nearest neighbor, and to be seen only in moonless nights by him.",Unclear
Altair,-20.5238955,-49.0606135,"If it were worth the while to settle in those parts near to the Pleiades or the Hyades, to Aldebaran or Altair, then I was really there, or at an equal remoteness from the life which I had left behind, dwindled and twinkling with as fine a ray to my nearest neighbor, and to be seen only in moonless nights by him.",Unclear
Confederacy,37.540712049999996,-77.4296017,"Our life is like a German Confederacy, made up of petty states, with its boundary forever fluctuating, so that even a German cannot tell you how it is bounded at any moment.",Unclear
Wachito River,,,"“Pray tell me anything new that has happened to a man anywhere on this globe”﻿—and he reads it over his coffee and rolls, that a man has had his eyes gouged out this morning on the Wachito River; never dreaming the while that he lives in the dark unfathomed mammoth cave of this world, and has but the rudiment of an eye himself.",Unclear
Granada,37.1734995,-3.5995337,"As for Spain, for instance, if you know how to throw in Don Carlos and the Infanta, and Don Pedro and Seville and Granada, from time to time in the right proportions﻿—they may have changed the names a little since I saw the papers﻿—and serve up a bullfight when other entertainments fail, it will be true to the letter, and give us as good an idea of the exact state or ruin of things in Spain as the most succinct and lucid reports under this head in the newspapers: and as for England, almost the last significant scrap of news from that quarter was the revolution of 1649; and if you have learned the history of her crops for an average year, you never need attend to that thing again, unless your speculations are of a merely pecuniary character.",Physically present
Wei,36.9820674,115.2666089,“Kieou-he-yu (great dignitary of the state of Wei) sent a man to Khoung-tseu to know his news.,Unclear
Khoung-tseu,,,“Kieou-he-yu (great dignitary of the state of Wei) sent a man to Khoung-tseu to know his news.,Unclear
Baffin’s Bay,44.808363835517945,-93.12221752627748,"When I crossed Flint’s Pond, after it was covered with snow, though I had often paddled about and skated over it, it was so unexpectedly wide and so strange that I could think of nothing but Baffin’s Bay.",Unclear
Hudson’s Bay,45.6244086,-122.6436284,"Suddenly an unmistakable cat-owl from very near me, with the most harsh and tremendous voice I ever heard from any inhabitant of the woods, responded at regular intervals to the goose, as if determined to expose and disgrace this intruder from Hudson’s Bay by exhibiting a greater compass and volume of voice in a native, and boo-hoo him out of Concord horizon.",Unclear
Lexington,38.0464066,-84.4970393,"One day a man came to my hut from Lexington to inquire after his hound that made a large track, and had been hunting for a week by himself.",Unclear
Well Meadow,51.4959918,-0.32918523714756504,"Late in the afternoon, as he was resting in the thick woods south of Walden, he heard the voice of the hounds far over toward Fair Haven still pursuing the fox; and on they came, their hounding cry which made all the woods ring sounding nearer and nearer, now from Well Meadow, now from the Baker Farm.",Unclear
Fair Haven Ledges,,,"
The hunter who told me this could remember one Sam Nutting, who used to hunt bears on Fair Haven Ledges, and exchange their skins for rum in Concord village; who told him, even, that he had seen a moose there.",Mentally present
